path,text
0000021.png,Warrior seen from behind in teal coat and red hat with lowered sword
0000066.png,Dark gray mechanical machine with a diagonal antenna sticking from the right side
0000067.png,"Stack of three books with blue, red, and brown covers"
0000068.png,Green abstract layout composed of multiple light and dark rectangular blocks
0000069.png,Patch of dry brown grass and weeds growing along the ground
0000070.png,"Man with black hair and gray clothes, standing with hands on hips"
0000071.png,"Man with black hair and gray clothes, resting his left hand on hip"
0000072.png,"Man with black hair and gray clothes, pointing one arm downwards forward"
0000073.png,"Man with black hair and gray clothes, pointing one arm straight forward"
0000074.png,"Man with black hair and gray clothes, pointing one arm angled upwards"
0000078.png,Spiked metal mace with a wooden handle next to a steel helmet
0000079.png,"Blue spaceship with a pointed nose, twin rear fins, and dark cockpit"
0000080.png,"Red spaceship with a pointed nose, twin rear fins, and dark cockpit"
0000081.png,"Off-white spaceship with a pointed nose, twin rear fins, and dark cockpit"
0000082.png,Narrow blue spaceship with a pointed nose and dark central cockpit window
0000084.png,Narrow red spaceship with a pointed nose and dark central cockpit window
0000085.png,Red dome-shaped alien spacecraft with a rounded ribbed canopy and bottom fin
0000086.png,Narrow white spaceship with a tall pointed nose and dark central cockpit
0000088.png,"Blue spaceship with a rounded nose, side wings, and dark central cockpit"
0000090.png,"Beige spaceship with a rounded nose, side wings, and dark central cockpit"
0000091.png,Slender blue spaceship with a rounded nose and dark central oval cockpit
0000022.png,"Masked fighter seen from behind walking, wearing dark teal robe and red hood"
0000023.png,"Masked fighter seen from behind stepping forward, wearing dark teal robe and red hood"
0000024.png,"Masked fighter seen from behind standing, wearing dark teal robe with raised white blade"
0000025.png,"Masked fighter seen from behind walking, dark teal robe and white sword tip showing"
0000026.png,"Masked fighter seen from behind standing with feet apart, wearing dark teal robe"
0000027.png,"Masked fighter seen from behind standing straight, wearing dark teal robe and red hood"
0000028.png,"Masked fighter seen from behind, wearing dark teal robe and holding lowered white sword"
0000030.png,"Masked fighter in three-quarter back view, dark teal robe with red pattern, vertical sword"
0000031.png,"Masked fighter in side profile, dark teal robe with red pattern, raised white sword"
0000032.png,"Masked fighter running right, dark teal robe with red markings, holding upright white sword"
0000033.png,"Masked fighter standing in right profile, dark teal robe and lowered white sword"
0000034.png,"Masked fighter walking right, dark teal robe with red pattern, thrusting white sword horizontally"
0000035.png,"Masked fighter standing facing right, dark teal robe, pointing white sword straight forward"
0000036.png,"Masked fighter lunging right, wearing dark teal robe with red pattern, thrusting white sword"
0000037.png,"Masked fighter standing in side profile, dark teal robe with red markings, white mask"
0000038.png,"Masked fighter running right, dark teal robe with red pattern, raised white sword"
0000040.png,"Masked fighter in wide stance facing right, dark teal robe, thrusting white sword forward"
0000041.png,"Masked fighter lunging left, white mask, dark teal robe, holding vertical white sword"
0000042.png,"Masked fighter standing upright facing right, dark teal robe, extending white sword horizontally forward"
0000045.png,"Masked fighter facing back-left, dark teal robe, white mask edge, raised vertical sword"
0000124.png,"Spaceship hull, symmetrical blue alien craft with hollow curved wings and twin central openings"
0000125.png,"Spaceship wing, light blue curved armor segment with panel lines, left-side module"
0000126.png,"Spaceship wing, light blue curved armor segment with panel lines, right-side module"
0000133.png,"Spaceship nosecone, triangular blue cockpit section with layered armor plating tapering to a point"
0000134.png,"Spaceship cockpit, domed blue hull module with horizontal layered plating and curved outer edges"
0000139.png,"Spaceship wing, angular blue hull piece featuring a flat base and tall vertical fin"
0000141.png,"Spaceship wing, triangular blue armor section pointing diagonally down with a detached bottom bar"
0000142.png,"Spaceship wing, triangular blue armor section pointing down-right with a detached lower edge bar"
0000143.png,"Spaceship fin, curved hook-shaped blue armor piece with pointed ends, curving toward the right"
0000144.png,"Spaceship fin, curved hook-shaped blue armor piece with pointed ends, curving toward the left"
0000158.png,"Spaceship armor plate, elongated blue vertical blade with rounded top and tapered lower edge"
0000163.png,"Spaceship wing, angular blue hull plate with an internal square cutout and detached top"
0000164.png,"Spaceship wing, angular blue hull plate with an internal square cutout, mirrored right-side version"
0000169.png,"Spaceship engine hull, dark grey-purple fuselage with three sections and glowing cyan exhaust nozzles"
0000170.png,"Spaceship engine hull, dark olive-brown fuselage with three vertical sections and glowing orange thrusters"
0000171.png,"Spaceship side booster, L-shaped dark purple engine with cyan panel lights and bottom thruster"
0000172.png,"Spaceship side booster, mirrored L-shaped dark purple engine pod with glowing cyan thruster details"
0000175.png,"Spaceship engine block, rounded dark purple hull module with a wide glowing cyan exhaust"
0000176.png,"Spaceship engine block, rounded dark olive-brown hull module with a wide glowing orange exhaust"
0000177.png,"Spaceship pod, rounded dark purple saucer dome with horizontal panels and cyan bottom thruster"
0000179.png,"Flask with bulbous purple glass base, metallic rim, and cyan spiral inside narrow neck"
0000181.png,"Spaceship with cream central hull, swept-back red wings, dark cockpit, and blue engines"
0000182.png,"Spaceship with triple blue and cream hull pods, dark cockpits, and black outlines"
0000183.png,"Spaceship with cyan trident-shaped hull, curved outer wings, and a dark oval cockpit"
0000184.png,"Spaceship with rounded pale-blue hull, dark central canopy, and two white rear thrusters"
0000185.png,"Spaceship with wide light-blue hull, curved upturned wingtips, and dark central cockpit"
0000186.png,"Spaceship with pointed blue arrowhead hull, layered wing fins, and dark central canopy"
0000187.png,"Spaceship with bulky blue hull, round dark viewport, dual antennae, and green wing accents"
0000188.png,"Spaceship with oval blue body, red glowing central stripe, and dark purple rear thruster"
0000189.png,"Spaceship with red central fuselage, dark cockpit, and large curved blue outer wings"
0000190.png,Sand pile with yellow-brown grains resting inside a thin dark-blue rectangular frame
0000191.png,Wreath of thorny brown vines with green leaves woven in a symmetrical circular knot
0000192.png,"Human figures wearing green long-sleeved shirts, blue trousers, and having short brown hair"
0000193.png,"Mammal with short brown fur, light muzzle, and white tail tip, viewed from above"
0000194.png,"Mammal with elongated brown body, viewed from directly above, showing legs and white tail"
0000195.png,"Mammal with broad brown body, standing squarely facing forward on four dark legs"
0000196.png,"Mammal with light brown fur, standing upright on hind legs facing forward"
0000197.png,"Mammal with tan-brown fur, leaping horizontally to the left with legs bent mid-air"
0000198.png,"Mammal with light brown coat, walking downward to the left with head lowered"
0000199.png,"Mammal with light brown coat, rearing or leaping upward diagonally toward the left"
0000223.png,"Shield, tapered silver metal with a white upright cross on grey"
0000225.png,"Shield, tapered silver metal with a white skull emblem on grey"
0000226.png,"Tower shield, rectangular silver metal with a plain dark grey center"
0000227.png,"Shield, broad silver heater design with a white upright cross"
0000228.png,"Shield, broad silver heater design with a white inverted cross"
0000229.png,"Shield, broad silver heater design with a white skull emblem"
0000230.png,"Tower shield, narrow silver rectangle with a white upright cross"
0000231.png,"Tower shield, narrow silver rectangle with a white inverted cross"
0000233.png,"Shield, tapered blue metal with a plain dark blue interior"
0000234.png,"Shield, broad blue heater design with a plain dark blue center"
0000235.png,"Tower shield, broad silver rectangle with a white upright cross"
0000236.png,"Tower shield, broad silver rectangle with a white inverted cross"
0000237.png,"Tower shield, broad silver rectangle with a white skull emblem"
0000239.png,"Tower shield, narrow blue rectangle with a"
0000200.png,"Goat, brown with small horns and white rump, leaping downward to the left"
0000201.png,"Goat, brown with small horns, leaping upward to the right with raised legs"
0000202.png,"Goat, brown with hooves and horns, running downward to the right"
0000203.png,"Goat, brown with white rump, bounding upward to the right with raised front legs"
0000204.png,"Goat, brown with small horns and white tail, leaping downward to the right"
0000205.png,"Goat viewed from behind, brown with light rump and two spread hind legs"
0000206.png,"Goat viewed from behind, brown with light rump and tucked hind hooves"
0000207.png,"Goat viewed from behind, slender brown body with light rump and straight hind legs"
0000208.png,"Goat viewed from behind, compact brown body with light rump and close hind legs"
0000209.png,"Lightning bolt, bright cyan blue and jagged, striking diagonally downward to the right"
0000210.png,"Round shield, dark brown wood with a circular shape and dark shaded center"
0000211.png,"Round shield, brown wood with concentric lighter and darker rings"
0000212.png,"Round shield, brown wood with a square silver metal boss in the center"
0000214.png,"Round shield, brown wood with a silver steel rim and darker right side"
0000215.png,"Heater shield, light bluish-grey steel with curved bottom and dark shaded interior"
0000216.png,"Heater shield, bluish-grey polished metal with flat top, pointed bottom, and dark shading"
0000217.png,"Round shield, silver steel rim around a brown wooden core with central square highlight"
0000220.png,"Heater shield, bluish-grey metal with light left rim and dark shaded right surface"
0000221.png,"Tower shield, rectangular bluish-grey steel with dark vertical recessed central section"
0000222.png,"Tower shield, rectangular bluish-grey steel with dark interior recess and highlighted rim"
0000254.png,"Rectangular blue framed panel displaying a white skull motif, with a vertical magenta line"
0000255.png,Rectangular blue framed panel containing a white Latin cross centered on a dark field
0000256.png,Rectangular blue framed panel containing an inverted white cross on a dark field
0000257.png,Rectangular blue framed panel displaying a white skull emblem against a dark field
0000258.png,"Blonde hairpiece with yellow highlights, brown shading, black outline, and detached sideburn strands"
0000259.png,"Blonde hairpiece featuring a green headband underneath, with detached sideburns and dark outlines"
0000260.png,"Rounded blonde hairpiece viewed from behind, with twin glossy white highlights and sideburns"
0000261.png,"Swept blonde hair strand with a curved profile, white highlight, and brown shading"
0000262.png,"Blonde hairpiece with yellow shading, black outline, and two small detached side tufts"
0000263.png,"Rounded blonde hairpiece with yellow shading, dark outlines, and detached vertical side strands"
0000264.png,"Blonde hairpiece displaying a green headband underneath, with detached"
0000274.png,"Blonde hairpiece, curved golden top with three bottom tufts and dark border fragments"
0000275.png,"Blonde hairpiece with green eyes visible underneath, golden bangs, and dark side fragments"
0000276.png,"Blonde bangs covering two green eyes, with golden hair tufts and edge fragments"
0000277.png,"Blonde hairpiece, arched golden top with side tuft and dark vertical edge marks"
0000278.png,"Blonde hairpiece, shiny golden top with side tufts and stray edge fragments"
0000279.png,Shiny yellow oval bun with white highlights and dark brown shading along bottom
0000280.png,Shiny yellow oval bun with white highlights and a dark vertical left bar
0000281.png,Glossy yellow oval bun with bright highlights and a dark brown outlined base
0000282.png,Blonde hairstyle with arched golden top and a long strand hanging on right
0000283.png,Blonde bangs with two green eyes underneath and dark vertical marks on sides
0000284.png,"Blonde hairstyle with bright highlights, front bangs, and a long right-side strand"
0000334.png,"Glowing circle, large solid white disc with a rim of green and yellow dots"
0000335.png,"Glowing circle, large solid white disc with rotating green and yellow border pattern"
0000336.png,"Glowing circle, medium solid white disc bordered by green and yellow perimeter dots"
0000337.png,"Glowing circle, small solid white disc with spaced green and yellow border segments"
0000338.png,"Glowing circle, smallest solid white disc outlined by green and yellow chunky dots"
0000339.png,"Green swamp monster, hunched humanoid figure made of dripping dark and light green moss"
0000340.png,"Green swamp monster, hunched dripping moss creature stepping forward with hanging green droplets"
0000341.png,"Green swamp monster, dripping mossy creature leaning forward with single detached falling droplet"
0000342.png,"Green swamp monster, hunched leafy humanoid creature facing left with outstretched dripping arms"
0000343.png,"Brown deer from top-down view, facing downward with pointed ears and front hooves"
0000344.png,"Brown deer from top-down view, facing forward with narrow body and walking legs"
0000345.png,"Brown deer from top-down view, standing facing downward with ears angled outward"
0000346.png,"Brown deer from top-down view, walking downward with head tucked low between ears"
0000347.png,"Light brown deer facing left, standing with upright head, dark muzzle, and white rump"
0000348.png,"Light brown deer facing left, walking forward with level neck and dark hooves"
0000349.png,"Light brown deer facing left, head lowered slightly while walking on four legs"
0000350.png,"Light brown deer facing left, bent down to graze with muzzle near ground"
0000351.png,"Light brown deer facing right, standing with head raised and white rump patch"
0000352.png,"Light brown deer facing right, stepping forward with neck extended horizontally and dark hooves"
0000353.png,"Light brown deer facing right, head lowered toward the ground while walking forward"
0000306.png,"Bat, dark brown with outstretched wings, pointed ears, and glowing red eyes"
0000307.png,"Leaves, vibrant green foliage hanging downward from a small brown wooden branch"
0000308.png,"Energy orb, glowing yellow and cyan sphere enclosing a green running humanoid silhouette"
0000309.png,"Energy orb, radiant yellow aura with a green sprinting humanoid figure at center"
0000310.png,"Energy orb, pulsing yellow circular field containing a running green humanoid silhouette"
0000311.png,"Energy orb, bright yellow energy ball with a lime green running humanoid figure"
0000312.png,"Energy orb, glowing yellow-green spherical aura surrounding"
0000354.png,"Deer grazing with a light brown body, lowered head, and white rump"
0000355.png,"Deer viewed from behind with light brown coat, white rump, and slender legs"
0000357.png,"Deer viewed from rear with light brown fur, white tail, and upright ears"
0000359.png,Sawed-off shotgun with dual dark grey metal barrels and brown wooden grip
0000360.png,Shotgun featuring blue tape around its grey metal barrel and brown stock
0000361.png,"Revolver with a long grey metal barrel, cylinder, and tan wooden grip"
0000362.png,Double-barrel shotgun with a long grey barrel and dark brown wooden stock
0000363.png,Shotgun featuring blue tape on a dark barrel and light tan stock
0000364.png,"Shotgun with blue tape on barrel, dark wooden stock, and horizontal line"
0000365.png,"Shotgun with long grey metal barrel, light tan stock, and horizontal line"
0000366.png,Sawed-off shotgun with heavy grey double barrels and dark brown wooden grip
0000367.png,Compact shotgun with short grey double barrels and light tan wooden grip
0000368.png,"Bat with spread dark olive wings, pointed ears, and yellow face features"
0000369.png,"Yellow square monster waving, with open smiling mouth, blue eyes, brown feet"
0000370.png,Yellow square monster facing right with outstretched arm and large blue eyes
0000371.png,"Yellow square monster with outstretched stubby arms, blue eyes, and brown feet"
0000372.png,"Blue square monster with crossed-out eyes, open frowning mouth, and brown feet"
0000373.png,"Yellow square monster with shoulder-level arms, blue eyes, and two brown feet"
0000374.png,"Yellow square monster raising one arm, with blue eyes and brown feet"
0000375.png,"Yellow square monster with arms hanging down, blue eyes, and brown feet"
0000376.png,"Yellow block character with blue eyes, side arm, and separated brown feet"
0000377.png,"Yellow block character with blue eyes, raised side arm, and brown legs together"
0000378.png,"Yellow block character walking, showing blue eyes and brown feet together in stride"
0000379.png,"Yellow block character with blue eyes, dropped side arm, and brown feet apart"
0000380.png,"Yellow block character standing with blue eyes, side arm nub, and brown feet"
0000381.png,"Green zombie with open red mouth, white shirt, and blue pants standing upright"
0000382.png,"Green zombie with open red mouth, white shirt, and blue pants stepping right"
0000383.png,"Green zombie with sharp teeth, white shirt, and blue legs together in stride"
0000384.png,"Green zombie with outstretched arm, white shirt, and wide stride in blue pants"
0000385.png,"Green zombie walking right with open red mouth, white shirt, and blue pants"
0000386.png,"Green zombie walking right with teeth bared, white shirt, and blue trousers"
0000387.png,"Green zombie with wide red mouth, white shirt, and blue pants stepping forward"
0000388.png,"Green zombie lunging forward with outstretched arm, white shirt, and wide leg stance"
0000389.png,Decapitated zombie torso in white shirt with red blood spurting from its neck
0000390.png,Falling zombie torso in white shirt and blue pants with floating green particles
0000391.png,"Flattened zombie body lying horizontally with white shirt, red head, and blue pants"
0000392.png,Puddle of red gore and blue clothing lying horizontally on the ground
0000393.png,Flat horizontal puddle of red blood with blue pants patch lying flat
0000394.png,Flat smear of red blood and blue cloth lying horizontally along the floor
0000395.png,"Red apple with a brown stem, two green leaves, and white light reflection"
0000314.png,"Humanoid silhouette in dark teal, enclosed within a glowing circular yellow and green aura"
0000315.png,"Humanoid figure disintegrating into yellow specks, inside a glowing circular yellow and green aura"
0000316.png,"Humanoid silhouette in bright yellow, centered inside a glowing circular yellow and green aura"
0000317.png,"Humanoid figure fading into yellow particles, inside a glowing circular yellow and green aura"
0000318.png,"Circular energy orb filled with scattered yellow specks, outlined with bright green and yellow"
0000319.png,"Circular energy blast featuring a bright white core, bordered by yellow and green edges"
0000320.png,Circular energy sphere with faint yellow particles inside a glowing yellow and green border
0000321.png,"Circular energy blast with a solid white interior, outlined by glowing yellow and green"
0000322.png,"Circular energy blast with a compact white center, surrounded by yellow and green edges"
0000323.png,"Circular energy blast, large and glowing, with a white core and yellow-green perimeter"
0000324.png,"Circular energy blast with an expansive white core, framed by"
0000396.png,Bald boy wearing light blue sweater with a yellow duck and dark blue pants
0000397.png,"Mole gangster wearing dark gray fedora, matching suit jacket, and bright red necktie"
0000398.png,Back view of mole gangster wearing dark gray fedora and matching suit jacket
0000399.png,Mole gangster in dark gray suit and fedora stepping forward with spread feet
0000400.png,Back view of mole gangster in dark gray suit walking with feet apart
0000401.png,Side profile of mole gangster facing right in dark gray suit and fedora
0000402.png,Side profile of mole gangster in dark gray suit taking a walking step
0000403.png,Side profile of mole gangster walking forward wearing dark gray suit and fedora
0000404.png,Mole gangster in dark gray suit and fedora with claws pressed together centrally
0000405.png,"Mole gangster in gray suit rapidly punching, showing multiple blurred clawed hands"
0000406.png,Mole gangster in dark gray suit and fedora with long white claws down
0000407.png,Mole gangster in dark gray suit crossing clawed hands near red necktie
0000408.png,Mole gangster crouching in dark gray suit and fedora with hands held close
0000409.png,Large mole gangster in dark gray suit lunging forward with extended claws
0000410.png,"Teal curved carapace with white highlights, flanked by thin black vertical bars"
0000411.png,Teal curved carapace flashing with bright yellow and white sparks on upper surface
0000412.png,Teal curved carapace showing two glowing yellow and white hit sparks across top edge
0000413.png,"Symmetrical teal curved carapace with shiny highlights, flanked by two black bars"
0000414.png,"Teal rounded carapace with white highlights, flanked on both sides by black bars"
0000415.png,"Teal curved carapace with glossy sheen, positioned between two thin black bars"
0000501.png,"Grass terrain tile, dark green layers with light green leafy border along right edge"
0000502.png,"Grass path tile, dark green surface bordered by light green foliage on both sides"
0000503.png,"Dirt terrain tile, mottled brown ground with pale green foliage along the left side"
0000505.png,"Dirt path tile, brown ground bordered by pale yellowish-green leaves on both sides"
0000507.png,"Grass terrain tile, dark green ground with light zigzags and foliage in top-left corner"
0000508.png,"Square button with golden border, containing a folded red fabric cape inside"
0000509.png,"Square button with golden border, containing two curved green arrows forming a circle"
0000510.png,"Grass terrain tile, dark green ground with bright green leafy border on the left"
0000511.png,"Grass terrain tile, green ground with light green zigzags and darker bottom edge"
0000512.png,"Grass terrain tile, dark green ground with bright green leaves along right edge"
0000513.png,"Grass path tile, dark green ground with bright leafy borders on both sides"
0000514.png,"Dirt terrain tile, brown ground with pale yellow-green leafy border on the left"
0000515.png,"Dirt terrain tile, brown mottled ground with circular patches and dark bottom edge"
0000516.png,"Dirt terrain tile, brown ground with pale yellow-green leaves along the right edge"
0000517.png,"Dirt path tile, brown ground flanked by pale yellow-green leaves on both sides"
0000520.png,"Square button with golden border, containing a tilted white wand emitting blue sparks"
0000521.png,"Metal pillar, vertical silver-gray steel column with a central bulb and flared base"
0000522.png,"Grass terrain tile, dark green ground with bright green foliage along top and left"
0000523.png,"Grass terrain tile, dark green ground with bright green foliage along the top edge"
0000524.png,"Grass terrain tile, dark green ground with bright green foliage along top and right"
0000478.png,"Monster, a blue creature wearing a rounded grey stone shell with a red eye"
0000479.png,"Monster, a blue creature with a rounded grey stone carapace, taking a step right"
0000480.png,"Monster, a blue creature wearing a translucent light-blue bubble helmet with a red eye"
0000481.png,"Monster, a blue stepping creature wearing a translucent light-blue bubble helmet with red eye"
0000482.png,"Monster, a blue creature with a light-blue bubble helmet and grey lower body armor"
0000483.png,"Monster, a blue stepping creature with a light-blue bubble helmet and grey body armor"
0000484.png,"Monster, a blue creature with an angular grey stone shell and bright red eye"
0000485.png,"Monster, a blue creature stepping right under an angular grey stone shell with red eye"
0000486.png,"Monster, a blue creature striding forward beneath a wide grey stone dome and red eye"
0000487.png,"Monster, a blue creature standing beneath a wide grey stone dome with visible red eye"
0000488.png,"Terrain block, green surface bordered by jagged light-green foliage along top and left edges"
0000489.png,"Terrain block, green surface with a row of jagged light-green leaves across the top"
0000491.png,"Terrain block, green surface framed by jagged light-green leaves on top and both sides"
0000492.png,"Terrain block, brown earth bordered by jagged yellow-green foliage on top and left sides"
0000493.png,"Terrain block, brown earth with a layer of jagged yellow-green foliage across the top"
0000495.png,"Terrain block, brown earth bordered by jagged yellow-green foliage on top and both sides"
0000496.png,"Terrain block, solid green surface with subtle darker zigzag bands across the center"
0000498.png,"Pistol, blue metallic handgun with brown grip centered inside a gold-framed white square button"
0000499.png,"Arrows, two curved yellow arrows forming a clockwise circle within a gold-framed brown button"
0000500.png,"Terrain block, green surface bordered by a column of jagged leaves along left edge"
0000437.png,"Scale helmet, teal metal with crosshatch texture, curved crown, and drooping back"
0000438.png,"Scale helmet, teal textured metal with arched opening and flanking vertical strips"
0000439.png,"Plate helmet, smooth teal metal with rounded crown, white glare, and visor"
0000440.png,"Plate helmet, glossy teal metal with bright reflection on the curved top"
0000442.png,"Scale helmet, teal crosshatched metal with rounded top and dark shading below"
0000443.png,"Plate helmet, polished teal metal with large white highlight and curved visor"
0000444.png,"Chestplate, teal metallic armor piece with white highlight and angled shoulder edge"
0000445.png,"Scale helmet, teal chainmail armor with dark textured pattern and arched opening"
0000446.png,"Scale helmet, teal metal coif with checkered pattern and rounded visor edge"
0000447.png,"Plate helmet, teal polished metal with bright white glint on curved crown"
0000448.png,"Plate helmet, shiny teal metal armor with rounded top and angled visor"
0000449.png,"Chestplate, teal metallic cuirass piece with"
0000472.png,"Small blue creature with a large light-blue domed head, red eye, and stubby feet"
0000473.png,"Small blue creature with a light-blue domed head, red eye, walking on short legs"
0000474.png,"Small blue creature with a light-blue domed head, grey torso plating, and red eye"
0000475.png,"Small blue creature with a light-blue domed head, grey torso, and red eye walking"
0000476.png,"Small blue creature with a large grey rock-like helmet,"
0000528.png,Dirt ground tile with jagged yellowish-green grass borders on the top and right edges
0000529.png,"Dirt ground tile framed by yellowish-green foliage along top, left, and right borders"
0000532.png,Square framed sign with gold border depicting a red and white building structure
0000533.png,Stone brick wall composed of gray rectangular blocks with dark horizontal mortar joints
0000534.png,"Wooden crate with square brown frame, horizontal slats, and a diagonal support brace"
0000535.png,"Square green button with beveled edges and the dark green word ""ON"" centered"
0000536.png,"Square white button with a beveled frame and the gray word ""OFF"" centered"
0000537.png,Square golden-yellow button with beveled edges and two dark horizontal dashes centered
0000538.png,Four vertical silver metal spikes standing side-by-side with pointed tips
0000539.png,Four vertical blue spikes standing side-by-side with sharp pointed tips
0000540.png,White blooming flowers with pale petals on green stems with small leaves
0000541.png,Cluster of spiky bright green grass blades with black outlines
0000542.png,Single blue pointed crystal spire or spike with a dark gray tip
0000543.png,Round brown bead or sphere with a dark circular opening in the center
0000544.png,Round brown bead or sphere with a curved dark indentation on the front
0000547.png,Shiny round bronze bead with white highlights and a dark horizontal symbol inside
0000548.png,Cylindrical pinkish-gray metal bead with vertical shine and a dark central slit
0000549.png,Cylindrical pinkish-gray metal bead showing reflective sides and a dark vertical opening
0000550.png,Shiny round bronze bead with bright white reflections and a dark inner marking
0000553.png,Cylindrical pinkish-gray metal bead viewed from the side with a dark indentation
0000554.png,"Rectangular shield, metallic grey and silver, with dark indented center markings"
0000555.png,"Rectangular plaque, silver metal, with beveled border and dark grey center markings"
0000556.png,"Heater shield, metallic silver, bearing a central upright white cross inside dark field"
0000559.png,"Rectangular plaque, silver and grey, featuring beveled border and curved dark shadow"
0000560.png,"Heater shield, metallic silver with black shadow, bearing an upright white cross"
0000561.png,"Heater shield, metallic silver, bearing an inverted white cross inside dark field"
0000563.png,"Rectangular shield, metallic silver, featuring an upright white cross on dark field"
0000564.png,"Rectangular shield, metallic silver, featuring an inverted white cross on dark field"
0000565.png,"Rectangular plaque, metallic silver, displaying a small white skull face in dark inset"
0000568.png,"Rectangular shield, metallic silver, with thick borders and an upright white cross"
0000569.png,"Rectangular shield, metallic silver, with thick borders and an inverted white cross"
0000580.png,"Heater shield, bright red with silver rim, bearing an inverted white cross"
0000585.png,"Rectangular shield, bright red with silver rim, bearing an inverted white cross"
0000587.png,"Rectangular plaque, red and silver with white skull, next to vertical purple stripe"
0000590.png,"Rectangular shield, bright red with silver rim, bearing a small white skull face"
0000591.png,"Chevron symbol, black and dark grey, pointing right with a white outline"
0000592.png,"Wooden cross, dark brown, standing vertically on a carved grey stone base"
0000593.png,"Energy shards, mint green, bursting upward in sharp angled crystalline spikes"
0000594.png,"Radial energy burst, mint green, exploding outwards in all directions with sharp rays"
0000595.png,"Shockwave blast, mint green, fanning upward into radiating angular energy rays"
0000616.png,Teal curved armor piece with two rounded chest sections and darker shaded edges
0000617.png,Teal curved armor piece angled sideways with smooth highlights and dark borders
0000618.png,Teal armor piece showing cream skin sections and a small red accent
