path,text
0000045.png,"rough sprite, Tall cylindrical tank, grey metal surface with black bands at top and bottom"
0000046.png,"rough sprite, Shadowy creature, dark green and black limbs with glowing red eyes"
0000047.png,"Oval gemstone, pale grey and white facets with a dark grey outline"
0000048.png,"clean sprite, Wooden sign, brown rectangular plank with the word INN carved into it"
0000049.png,"clean sprite, Potted plant, dark grey pot with green stems and small red berries"
0000050.png,"rough sprite, Cybernetic warrior, grey armor plating with green highlights and red glowing eyes"
0000051.png,"Gold coin, yellow circular metal with a darker yellow center and outer rim"
0000052.png,"crisp detailed sprite, Wooden barrel, brown vertical planks bound together by two dark metal hoops"
0000053.png,"Crouching soldier, green and grey jumpsuit holding a large black futuristic rifle"
0000054.png,"Armored character, grey and green suit viewed from behind while walking forward"
0000055.png,"clean sprite, Man, brown hair, blue shirt and trousers, standing in a side profile"
0000056.png,"Robot, grey metal body, glowing"
0000057.png,"clean sprite, a pixel art sprite"
0000058.png,"rough sprite, a black and white image of a man in a suit"
0000059.png,"clean sprite, Water droplet, swirling blue liquid with a bright highlight and a tapering tail"
0000060.png,"clean sprite, Human character, side view with brown hair, white shirt and blue trousers"
0000061.png,"rough sprite, Robot, white vertical torso with grey mechanical arms and a black base"
0000062.png,"Window, square grey outer frame with light blue glass and a center divider"
0000063.png,"clean sprite, Soldier, teal skin, gray armor, black helmet with red visor, holding a rifle"
0000064.png,"Lanky dark creature, black with red highlights, in a hunched, ready-to-pounce posture"
0000065.png,"clean sprite, Robot head, boxy blue metal, pale face plate, two dark square eyes"
0000066.png,"Robot, slender black body, red glowing eyes, red shoulder accents, thin limbs"
0000067.png,"Floating robot, small gray body, red eyes, yellow core, two claw arms"
0000068.png,"Stone tile, square gray surface, white number zero, dark outer border"
0000069.png,"clean sprite, Flying pod, round orange metal, golden front grille, top rotating propeller blades"
0000070.png,"clean sprite, Gold coin, circular yellow disc, embossed vertical line in the center"
0000071.png,"rough sprite, Badge, circular yellow frame, portrait of white-haired man in dark suit"
0000072.png,"Stone tile, square gray surface, white number nine, dark outer border"
0000073.png,"rough sprite, Tan surface, wavy left edge, brown speckles, light beige organic material"
0000074.png,"rough sprite, Bush, dense green foliage, dark interior, three small blue floating diamonds"
0000075.png,"clean sprite, Soldier, crouching teal humanoid, gray suit, black weapon, seen from behind"
0000076.png,"clean sprite, Soldier, crouched teal humanoid, gray armor, black helmet, red visor, profile view"
0000077.png,"rough sprite, Cloak, tattered yellow and gray fabric, blue trim, mottled pattern, ragged edges"
0000078.png,"Floating robot, small gray body, red eyes, yellow center, two arms"
0000079.png,"Mechanical arm, silver metal joints, hand with fingers, attached to round base"
0000080.png,"crisp detailed sprite, Bananas, three yellow fruit, black tips, brown outlines, bunched at the top"
0000081.png,"Petal, large purple curved shape, smooth surface, dark shading, light highlights"
0000082.png,"clean sprite, Character, small person, black hair, white shirt, black trousers, walking pose"
0000083.png,"Soldier, crouching teal humanoid, gray suit, black helmet, red visor, side view"
0000084.png,"Wooden cabinet, rectangular shape in light brown wood grain with dark edges"
0000085.png,"Humanoid soldier, grey and teal armor, crouching posture holding a black rifle"
0000086.png,"Armored figure, grey and teal suit, huddled forward with black limbs tucked"
0000087.png,"Cybernetic soldier, grey armor with teal joints, crouching in a low tactical stance"
0000088.png,"clean sprite, Wooden reception desk, brown timber panels arranged in an isometric U-shaped counter"
0000089.png,"clean sprite, Blue flower, five petals with black outlines and a short green stem"
0000090.png,"clean sprite, Ninja warrior, black bodysuit, orange visor, wielding a long glowing red sword"
0000091.png,"rough sprite, a black and white image of a man in a suit"
0000092.png,"clean sprite, Metallic dome, light blue smooth surface, rounded base with a small top nub"
0000093.png,"Storage crate, brown wood panels, grey metal bands, standing upright in rectangular form"
0000094.png,"clean sprite, Green mechanical pod, round body, yellow vertical bars, topped with a small antenna"
0000095.png,"clean sprite, Skunk creature, black and white fur, walking sideways with"
0000096.png,"Commando, armored back view with grey plating, green accents and black trousers"
0000097.png,"rough sprite, Creature, small grey body with yellow wings resting on white cloud shapes"
0000098.png,"clean sprite, Helmet, grey metal Viking style with yellow horns and blue facial markings"
0000099.png,"rough sprite, Soldier, standing tactical figure in grey armor with black gear and red visors"
0000100.png,"crisp detailed sprite, Bomb, dark blue spherical body with a curved brown fuse on top"
0000101.png,"clean sprite, a pixel art sprite"
0000102.png,"Crate, dark grey"
0000103.png,a pixeled icon of a white square with a blue border
0000104.png,"Round table, peach circular top, brown wooden legs in a tripod shape"
0000105.png,"clean sprite, Short sword, wide silver blade, brown crossguard, dark blue handle grip"
0000106.png,"Grey robot, upright mechanical body, two arms, waving hand, black peg base"
0000107.png,"Woodcutting axe, small metallic silver head, long vertical brown wooden handle"
0000108.png,"Wooden crate, rectangular brown box, dark top surface, light brown side panels"
0000109.png,"Grey robot, two arms, red glowing eyes, yellow circular light on chest"
0000110.png,"clean sprite, Mechanical turret, silver robotic arm holding handgun, mounted on metallic grey base"
0000111.png,"Gold coin, octagonal yellow shape, thick border, embossed circle in the center"
0000112.png,"rough sprite, Wooden plank, tall vertical brown rectangle, white sparkles at the top corner"
0000113.png,"clean sprite, Human boy, brown hair, light blue hoodie, blue trousers, grey walking shoes"
0000114.png,"Metal barrel, dark grey cylindrical body, two horizontal black reinforcing bands"
0000115.png,"clean sprite, Cybernetic creature, grey armor, teal limbs, black head with small red visor"
0000116.png,"rough sprite, Pink frosting swirl, soft rounded mounds, white highlight at the top edge"
0000117.png,"Capital letter H, white center, light purple border, thick black outer stroke"
0000118.png,"clean sprite, Hovering robot, blue spherical body, yellow grill, twin rotors on the top"
0000119.png,"Grey robot, side view, pointing arm, red eyes, small black peg base"
0000120.png,"rough sprite, Door key, bright orange plastic material, rectangular head, two small teeth"
0000121.png,"Electronic console, black and dark grey casing, white and orange status lights"
0000122.png,"clean sprite, Lightning bolt, jagged yellow and orange shape, thick black outline, white highlights"
0000123.png,"clean sprite, Crouching warrior, metallic grey torso, teal arms and legs, holding black sword"
0000124.png,"clean sprite, Demon mask with green face, golden horns, glowing eyes, and sharp teeth"
0000125.png,"clean sprite, Flowerpot made of purple ceramic containing several tall green stems and orange flowers"
0000126.png,Robot profile in grey metal featuring a red eye and extended pointer arm
0000127.png,"clean sprite, Alien creature crouching with grey skin, teal limbs, and a red-tipped weapon"
0000128.png,Letter Y shaped from white metal with lavender highlights and dark edges
0000129.png,"rough sprite, Alien creature standing with grey torso, teal limbs, and thin black antennae"
0000130.png,"clean sprite, Alien creature crouching forward with teal limbs and a black and red rifle"
0000131.png,Letter V shaped from white metal with lavender highlights and dark edges
0000132.png,"clean sprite, Desk and chair set made of brown wood shown from isometric perspective"
0000133.png,Robot torso in grey metal with triangular chest and jointed mechanical arms
0000134.png,"Books stacked vertically with covers in brown, teal, green, blue, and red"
0000135.png,"rough sprite, Coin made of gold with a circular rim and central vertical line"
0000136.png,"clean sprite, Alien creature seen from behind with teal limbs and a large black gun"
0000137.png,Stool made of brown wood with a circular seat and four legs
0000138.png,"rough sprite, Button in grey with a square shape, rounded corners, and gradient shading"
0000139.png,Person seen from behind wearing a white shirt and blue denim trousers
0000140.png,Number two shaped from white metal with lavender highlights and dark borders
0000141.png,"clean sprite, Alien creature crouching sideways with teal limbs aiming a long black gun"
0000142.png,Computer set including a grey tower and a black flat screen monitor
0000143.png,Robot torso in grey metal with red eyes and a yellow chest badge
0000144.png,"Human character from behind with brown curly hair, light blue shirt, and blue pants"
0000145.png,"clean sprite, Wisp in a blue comma shape with a bright white highlight shine"
0000146.png,"clean sprite, Human character facing forward with brown curly hair, tan skin, and blue pants"
0000147.png,"rough sprite, Club with a glowing green leafy head and a dark brown wooden handle"
0000148.png,"clean sprite, Cross symbol with a white center, grey borders, and dark grey outlines"
0000149.png,"rough sprite, Robot standing upright with a grey metallic body and a single red eye"
0000150.png,"clean sprite, Key in shades of blue oriented horizontally with a square bow"
0000151.png,"clean sprite, Wisp in a green comma shape with a bright yellow highlight shine"
0000152.png,Patch of green grass growing on top of a brown dirt mound
0000153.png,"clean sprite, Muffin with a tan top inside a red and white striped paper wrapper"
0000154.png,"clean sprite, Wisp in a purple comma shape with a bright yellow highlight shine"
0000155.png,"rough sprite, Warrior in black armor with a red visor and twin shoulder mounted weapons"
0000156.png,"rough sprite, Flatbread slice with a brown outer crust and scattered dark chocolate flecks"
0000157.png,"clean sprite, Mug in white ceramic filled with green liquid and a stirring spoon"
0000158.png,Letter P in white with a grey inner shadow and dark outline
0000159.png,"rough sprite, Tornado effect composed of black, white, and grey horizontal spinning lines"
0000160.png,"clean sprite, Mechanical creature with grey plating and green accents crouching low to the ground"
0000161.png,"rough sprite, Humanoid robot swinging an orange energy blade creating a curved overhead slash"
0000162.png,"Mechanical monster with a grey torso, red eyes, and green clawed legs"
0000163.png,Robot viewed from behind with a muscular grey torso and green legs
0000164.png,"Alien creature, crouching with a large gray hump, teal torso, and black legs"
0000165.png,"clean sprite, Axe featuring a long brown wooden handle and a sharp gray metal head"
0000166.png,"clean sprite, Ninja figure, black with red accents, holding a vertical glowing red sword"
0000167.png,"clean sprite, Letter M, blocky and white with light purple shadows and dark outlines"
0000168.png,"clean sprite, Letter q, blocky and white with light purple shadows and dark outlines"
0000169.png,"rough sprite, Stone golem, blocky creature made of white, yellow, blue, and gray colors"
0000170.png,"rough sprite, Mushroom, tan cap with a beige stalk and a small brown element beside"
0000171.png,"clean sprite, Hockey mask, white with red markings, worn on a bald peach head profile"
0000172.png,"Alien creature, curled in a tight crouch with a gray back and teal body"
0000173.png,"rough sprite, Green bush, a tall vertical rectangular column made of dense green leaves"
0000174.png,"clean sprite, Wooden chair, isometric style with a dark brown seat and tan wooden frame"
0000175.png,"Gold bar, tall vertical yellow rectangle with white sparkles at the top corner"
0000176.png,"Circular silver coin, light gray metal with a recessed central ring and highlights"
0000177.png,"Sandwich cookie, consisting of two dark brown wafers and white cream filling"
0000178.png,Text reading jump in lowercase black letters with a thick white outline
0000179.png,"Keyboard instrument, black with a row of five white keys and dark legs"
0000180.png,"crisp detailed sprite, Wooden table, round brown top with a single central pedestal and feet"
0000181.png,"clean sprite, Human character from behind, wearing a light blue shirt and dark blue pants"
0000182.png,"Wooden coin, circular with concentric light brown rings and a vertical center line"
0000183.png,"Alien creature, crouching low with a large gray hump and dark teal limbs"
0000184.png,"Alien creature, bending forward with a large gray hump and black spindly legs"
0000185.png,"rough sprite, Abstract motion blur, horizontal black and gray bars suggesting fast horizontal movement"
0000186.png,"clean sprite, Sledgehammer with a long black handle and a heavy red and black head"
0000187.png,"rough sprite, Rectangular treasure chest, dark brown wood with a central vertical lock and lid"
0000188.png,Blue flying creature with small black eyes and two white translucent wings
0000189.png,"clean sprite, Grey isometric cube featuring a black face with white rectangular eyes and mouth"
0000190.png,"clean sprite, Ceramic mug containing brown tea with a yellow tea bag tag hanging out"
0000191.png,Dark hunched creature with red eyes and grey limbs in a profile view
0000192.png,"clean sprite, Dark robotic figure with glowing red eyes, thin grey limbs, and broad shoulders"
0000193.png,"clean sprite, Battle axe featuring a long wooden handle and a curved sharp metal blade"
0000194.png,"rough sprite, Text reading kick in black lowercase serif font on a white rectangle"
0000195.png,Curved boomerang composed of light blue and white segments with a black outline
0000196.png,Red flying creature with small black eyes and two white translucent wings
0000197.png,Dark robotic figure standing upright with red eyes and a glowing red light
0000198.png,"rough sprite, Text reading idle in black lowercase serif font on a white rectangle"
0000199.png,"clean sprite, Brown cardboard box in isometric"
0000200.png,"crisp detailed sprite, Wooden block table topped with a teal vase and three small red flowers"
0000201.png,"clean sprite, Circular metallic portal frame with concentric grey and teal rings and flat base"
0000202.png,"clean sprite, Yellow bird head shaped like a banana with a black beak and white crest"
0000203.png,"rough sprite, Futuristic soldier in a grey and teal suit crouching with a dark weapon"
0000204.png,"clean sprite, Young man with brown curly hair wearing a grey hoodie and blue jeans"
0000205.png,"clean sprite, Young man in profile wearing a grey hoodie and blue pants with brown hair"
0000206.png,Knight in silver armor with a helmet holding a purple shield and diagonal sword
0000207.png,"rough sprite, Robot creature with a grey hunched back, teal limbs, and a single red eye"
0000208.png,"Metallic bar with a diagonal orientation, grey and brown colors, and small dark indents"
0000209.png,"rough sprite, Spindly robot featuring dark teal limbs, a hunched posture, and small red highlights"
0000210.png,"clean sprite, Curved chevrons in yellow and orange, stacked vertically with white and black outlines"
0000211.png,"rough sprite, Mechanical figure crouched with a grey metallic carapace and thin dark teal limbs"
0000212.png,"rough sprite, Sledgehammer with a long black handle and a heavy dark grey rectangular head"
0000213.png,"Hovering machine, round and purple with a yellow front vent and top propeller"
0000214.png,"clean sprite, Brown sphere dripping onto a flat wooden base with dark vertical grain lines"
0000215.png,"Upright robot with dark teal legs, a grey torso, and small red eyes"
0000216.png,"clean sprite, Oval coin, golden with a raised central ridge and a dark brown border"
0000217.png,"rough sprite, Hunched robot with dark teal mechanical limbs and a single red glowing eye"
0000218.png,Grilled steak with dark brown crosshatch marks and a pinkish interior edge
0000219.png,"clean sprite, Isometric wooden bed frame with a red blanket and a single pink pillow"
0000220.png,"clean sprite, Young man seen from behind with curly brown hair wearing a grey hoodie"
0000221.png,"clean sprite, a pixel art sprite"
0000222.png,a pixel art sprite
0000223.png,"Stylized letter i with white body, grey outline, and a floating top bar"
0000224.png,"Isometric block with green grassy top, brown side, and dark blue side"
0000225.png,"rough sprite, Slender hunched creature with dark teal skin, long thin limbs, and red eyes"
0000226.png,Curved crescent blade with light blue center and a thick dark grey outline
0000227.png,"Cake slice with pink icing, multi-colored sprinkles, and a tan base layer"
0000228.png,"Chair with a white seat and back, supported by a grey frame"
0000229.png,"clean sprite, Man with curly brown hair wearing a blue shirt and dark blue trousers"
0000230.png,Knife featuring a long silver blade and a diagonal brown wooden handle
0000231.png,"clean sprite, Warrior in a crouched stance wearing grey armor with teal and yellow accents"
0000232.png,"rough sprite, Robot with a slender grey body, thin limbs, and a circular head"
0000233.png,"clean sprite, Man with curly brown hair wearing a blue shirt and dark blue trousers"
0000234.png,"rough sprite, Robotic figure seen from the side with a thin grey body and red eyes"
0000235.png,Sheet of paper with a thick dark grey border and a white center
0000236.png,"clean sprite, Mug containing a dark red liquid, shown at an angle in grey colors"
0000237.png,Man shown from the side with brown hair and a blue outfit
0000238.png,"clean sprite, Containers with yellow, green, orange, and blue tops on metallic grey bases"
0000239.png,"rough sprite, Grid of ten tiny heads and helmets in brown, grey, and yellow colors"
0000240.png,"clean sprite, Crouching muscular monster with grey torso, teal limbs, and yellow shoulder markings"
0000241.png,"clean sprite, Hunched teal creature with a grey back, thin long limbs, and glowing eyes"
0000242.png,"crisp detailed sprite, Thick leather book with dark brown cover and visible white paper page edges"
0000243.png,Standing robotic soldier wearing grey armor with teal limbs and a red visor
0000244.png,"crisp detailed sprite, Tapered orange carrot with dark ridges and a short green leafy top"
0000245.png,"clean sprite, Leaping alien creature with grey muscular back and teal limbs in mid-jump"
0000246.png,"rough sprite, Mechanical robot head with teal accents and a wide glowing red rectangular visor"
0000247.png,"clean sprite, Human figure from behind wearing a brown afro, blue shirt, and jeans"
0000248.png,"rough sprite, Metal lever mechanism with a red handle above a small flaming torch"
0000249.png,"clean sprite, Two yellow snails with purple shells and pink swirls crawling to the right"
0000250.png,"clean sprite, Crouching grey robot with teal highlights, black legs, and glowing red eyes"
0000251.png,"Vertical block with a green grassy top, brown side, and dark blue side"
0000252.png,"Small black robotic creature with spindly legs, teal markings, and red eyes"
0000253.png,"rough sprite, Golden bird figurine standing on a tiered grey and green circular pedestal"
0000254.png,"clean sprite, Circular silver coin with a light grey border and a central round indentation"
0000255.png,Slender black robot standing upright with teal plating and a small red eye
0000256.png,"crisp detailed sprite, Square white button featuring a black triangular arrow pointing to the left"
0000257.png,"crisp detailed sprite, Shiny blue diamond gemstone with white highlights and a dark blue outline"
0000258.png,"crisp detailed sprite, Large cut of red meat on a white bone with brown skin"
0000259.png,"crisp detailed sprite, Wooden crate containing three glass bottles filled with a dark brown liquid"
0000260.png,"clean sprite, Simple bed with a purple mattress, white pillow, and a black frame"
0000261.png,"clean sprite, Woven brown wooden bucket with a dark interior and grey metal handles"
0000262.png,"rough sprite, Side view of a small grey robot with red eyes and yellow chest"
0000263.png,"rough sprite, Tall golden metallic canister with brown shadows and small fixtures at the ends"
0000264.png,"clean sprite, Grey mechanical beast with teal shoulders, black limbs, and glowing red eyes"
0000265.png,"rough sprite, Small silver robot with red eyes, yellow chest square, and outstretched arms"
0000266.png,"clean sprite, Tall rectangular mirror with a grey frame and a reflective blue surface"
0000267.png,"clean sprite, Wooden mantle clock, light brown case with a circular white face"
0000268.png,"crisp detailed sprite, Green plant cutting, thin stem with broad leaves and tiny red fruit"
0000269.png,"crisp detailed sprite, Roasted meat, thick red slab of flesh attached to two white bones"
0000270.png,"crisp detailed sprite, Simple sword, straight grey blade with a brown handle and dark pommel"
0000271.png,"rough sprite, Pink frosting, light pink sugar glaze covered in multicolored rod-shaped sprinkles"
0000272.png,"clean sprite, Mechanical alien, grey torso with thin black limbs and glowing teal joints"
0000273.png,"clean sprite, Large watermelon, oval green rind with dark vertical stripes across its body"
0000274.png,"Primitive spear, sharp metal tip tied with red cloth to a pole"
0000275.png,"clean sprite, Wooden table, rectangular brown surface supported by four thin corner legs"
0000276.png,"rough sprite, Stone golem, hulking humanoid form made of rough tan and grey boulders"
0000277.png,"Letter e, bright green character carved into a jagged grey stone block"
0000278.png,"Two flying insects, black bodies with pair of white translucent oval wings"
0000279.png,"Blue crystal,"
0000280.png,"crisp detailed sprite, Knight in grey metal armor swinging a sword with a glowing yellow crescent energy trail"
0000281.png,"clean sprite, Humanoid creature with grey skin, teal accents, red eyes, and yellow arm bands"
0000282.png,"rough sprite, Hedge of green leaves with a rectangular shape and a shadowed, dark green center"
0000283.png,Scepter with a long black handle and a dark head holding a green gemstone
0000284.png,Letter L with a thick dark grey border and a pale blue interior fill
0000285.png,"clean sprite, Man seen from behind with brown afro hair, light blue shirt and blue pants"
0000286.png,"clean sprite, Humanoid creature with grey and teal skin curled in a ball with black claws"
0000287.png,"Keycard, blue rectangular plastic frame with a yellow glowing screen in the center"
0000288.png,"clean sprite, Armored warrior, gray crouched humanoid with green glowing markings and black limbs"
0000289.png,"rough sprite, Mushroom, brown rounded cap with a short light tan stalk and vertical stick"
0000290.png,"clean sprite, Armored warrior, gray crouched humanoid with green glowing markings and black limbs"
0000291.png,"clean sprite, Monster, hunched black and gray figure with glowing red eyes and green markings"
0000292.png,"Mushroom, green cap with light green spots and a short tan stem"
0000293.png,"Shrimp, bright orange and red curved body with a small yellow highlight"
0000294.png,"rough sprite, Tattered garment, multicolored patterned fabric with frayed edges in blue and yellow"
0000295.png,"Robot, slender black bipedal frame with two shoulder spikes and a red visor"
0000296.png,"rough sprite, Cookie dough, square beige surface covered in many small brown rectangular chocolate chips"
0000297.png,"rough sprite, Robot, metallic light gray humanoid figure with blocky limbs and a rectangular head"
0000298.png,"clean sprite, Gold coin, round yellow disk"
0000299.png,"clean sprite, Humanoid monster with grey skin, teal markings, and red eyes, crouching in front pose"
0000300.png,"crisp detailed sprite, Hot dog in a brown bun topped with a thin white line of condiment"
0000301.png,a square with a pattern of small orange and blue dots
0000302.png,a pixel art of a man in a blue shirt and jeans
0000303.png,the logo for the new project
0000304.png,"clean sprite, Key, golden yellow metal with a square bow and two-notched bit"
0000305.png,"clean sprite, Gold coin, circular yellow metal with a vertical indentation in the center"
0000306.png,"clean sprite, Cube character, dark grey isometric box with white eyes and rectangular mouth"
0000307.png,"rough sprite, Orb, glowing magenta and purple energy with a bright yellow core"
0000308.png,"Hedge, rectangular dense green foliage with various shades of mossy leaves"
0000309.png,"Letter D, blocky white and light grey with a dark grey outline"
0000310.png,"clean sprite, Potion bottle, glass with cork stopper containing vibrant glowing green liquid"
0000311.png,"clean sprite, Poleaxe, long dark wooden handle topped with a grey metal blade"
0000312.png,"Pedestal, stone grey and blue tones supporting a carved helmet structure"
0000313.png,"rough sprite, Mushroom, yellow cap with orange dots and a thick beige stalk"
0000314.png,"clean sprite, Crystal, diamond shaped with faceted red bottom and light pink upper half"
0000315.png,"clean sprite, Robotic warrior, crouching dark grey frame with green accents and red eye"
0000316.png,"Avocado, sliced green skin, yellow interior flesh, and brown central pit"
0000317.png,"rough sprite, Helmet, grey silver metal with golden horns and glowing yellow eyes"
0000318.png,"clean sprite, Isometric office desk, reddish-brown wood with two drawers on the right side"
0000319.png,"clean sprite, Robotic warrior, crouching dark grey frame with green accents and red eye"
0000320.png,"Animal face, round white fur with"
0000321.png,"Wooden sign, rectangular brown board with an engraved shield emblem and stake"
0000322.png,"Red gemstone, faceted red and white diamond shape with a flat top"
0000323.png,"clean sprite, Knight, silver armored warrior with gold trim holding a long purple sword"
0000324.png,"clean sprite, Wooden crates, two isometric brown boxes with cross-braces stacked vertically"
0000325.png,"Number six, bold white digit with a dark grey outline and shading"
0000326.png,"Wooden log, horizontal brown timber with a hollowed-out center and bark texture"
0000327.png,"Rectangular blocks, three stacked isometric bricks in shades of grey and red"
0000328.png,"rough sprite, Goggles, lime green with large circular glowing lenses and thin frames"
0000329.png,"clean sprite, Table, round purple surface with a white tablecloth and brown wooden legs"
0000330.png,"clean sprite, Bathtub, white porcelain with blue water inside and orange and gold fixtures"
0000331.png,"clean sprite, Knight, silver armored warrior wielding a large golden scythe with curved blade"
0000332.png,"Chicken drumstick, roasted brown textured meat attached to a pale beige bone"
0000333.png,"rough sprite, Farm plot, diamond-shaped patch with dark brown soil and green grass border"
0000334.png,"rough sprite, Robot, tall slender dark grey figure with red highlights and thin limbs"
0000335.png,"rough sprite, Robot, upright dark grey metallic figure with thin limbs and red details"
0000336.png,"clean sprite, Glass bottle, transparent container filled with white liquid and a brown cork"
0000337.png,"Creature, crouching grey hunched form with black limbs and a red eye"
0000338.png,"Bronze coin, circular metal disc with dark brown borders and centered engraving"
0000339.png,"Number three, blocky white digit with thick dark outlines and subtle shadows"
0000340.png,"Gold coin, blurry yellow circular shape with a vertical line in center"
0000341.png,"rough sprite, Gargoyle creature, dark winged monster with red eyes in a crouched pose"
0000342.png,"Penguin creature, black body, white belly, teal and yellow head markings, with red eyes"
0000343.png,"clean sprite, Fighter jet, gray metal body, triangular wings with red tips and black thrusters at rear"
0000344.png,"Gold coin, oval shape with a raised inner rim and a small white glint"
0000345.png,"clean sprite, Human character, black hair, white shirt, black pants, tan skin, walking in side profile"
0000346.png,"clean sprite, Adult man, brown hair, light blue shirt, blue pants, and gray shoes"
0000347.png,"Pink frosting, wavy edge, covered with orange, blue, and white oblong sprinkles"
0000348.png,"Bar, vertical and yellow, with a white sparkle on the top left"
0000349.png,"clean sprite, Letter F, white, featuring a thick grey border and blue highlights"
0000350.png,"rough sprite, Stone, blurry grey and oval, with soft edges and shaded center"
0000351.png,"Block, rectangular and beige, topped with wavy cream and brown shapes"
0000352.png,"clean sprite, Blocks, isometric, with green-topped grass and dark blue vertical sides"
0000353.png,"Monster, crouched and grey, with glowing green details and red eyes"
0000354.png,"clean sprite, Man, brown-haired, wearing a light blue shirt and blue pants"
0000355.png,"crisp detailed sprite, Cart, wooden and two-wheeled, with brown planks and front handles"
0000356.png,"rough sprite, Word, walk, written in black serif lettering with a white glow"
0000357.png,"rough sprite, Mechanical object, vertical, grey, with black sections and thin white stripes"
0000358.png,"Figure, armored and crouched, grey with teal parts and dark weapon"
0000359.png,"Ghost, white and rounded, with two black eyes on blue liquid"
0000360.png,"crisp detailed sprite, Wooden chair, light brown seat and legs, with a tall backrest containing a square hole"
0000361.png,"rough sprite, a brown cowboy hat with a brown hat"
0000362.png,"crisp detailed sprite, Hamburger, sesame seed bun, green lettuce, red tomato, yellow cheese, and"
0000363.png,"clean sprite, the letter t is shown in a pixel style"
0000364.png,"crisp detailed sprite, a pixeled green monster with a big smile"
0000365.png,"clean sprite, a pixel art sprite"
0000366.png,"clean sprite, Diamond crystal with a pink top, red bottom, black outline, and white glint"
0000367.png,"rough sprite, Electronic battery pack consisting of segmented dark grey, purple, and pink rectangular blocks"
0000368.png,"clean sprite, Man in profile with brown hair, light blue shirt, blue pants, and grey shoes"
0000369.png,"clean sprite, Table with a light grey rectangular top and four small brown wooden legs"
0000370.png,"Diamond gemstone with yellow and white faceted surface, shaped like a classic jewel"
0000371.png,"clean sprite, Treasure chest colored purple with bright gold or yellow metal trims and band details"
0000372.png,Cube creature made of dark grey metal with simple white eyes and mouth rectangle
0000373.png,"clean sprite, Token with a grey rectangular frame enclosing a vertical white and grey oval shape"
