path,text
000120.png,"Skeleton monster, beige bone humanoid with dark eye sockets and broad rectangular body"
000021.png,Wooden fence with two vertical reddish-brown posts connected by two horizontal rails
000022.png,Suspension bridge featuring two white triangular cable towers over a flat horizontal base
000023.png,Engraved square stone tile with concentric beige borders and a central cross emblem
000024.png,"Hooded robed figure rendered in beige, standing upright with a shrouded face"
000025.png,"Humanoid figure in beige with two dark eyes, square torso, and straight limbs"
000026.png,Skeleton warrior in beige holding a vertical spear or staff on the right
000027.png,"Beige warrior with two dark eyes, holding a square shield and a sword"
000028.png,"Armored beige knight wearing a helmet, holding a square shield and raised sword"
000029.png,Armored beige spearman holding a square shield on left and a segmented spear
000030.png,"Beige skeleton creature with hollow eyes, outstretched bent arms, and angled legs"
000031.png,Horned beige warrior holding a large square shield and an upright weapon
000032.png,Pine tree with a solid bright green triangular canopy and tiny trunk
000033.png,Tiered pine tree with layered bright green foliage branches and a small trunk
000034.png,Deciduous tree with an upright oval green canopy and a small trunk
000035.png,Two green trees with rounded canopies and small trunks standing side-by-side
000036.png,Rounded green tree with an egg-shaped canopy and a tiny square trunk
000037.png,Broad canopy tree with a wide green top and branching trunk below
000038.png,Saguaro cactus in bright green with a central stem and two branches
000039.png,Two slender green cacti with vertical stems and short upward-pointing side arms
000040.png,Dirt path rendered in reddish brown with uneven edges running vertically through
000041.png,Reddish-brown terrain corner tile curving across a dark purple square
000042.png,Reddish-brown vertical wall tile with a ragged edge on a dark purple square
000043.png,Reddish-brown solid ground tile with notched dark purple corners
000044.png,Reddish-brown rounded mound tile on a dark purple square
000048.png,Crosshair reticle in reddish-brown with a central plus and four outer dots
000050.png,Stone brick wall edge made of light beige blocks against dark purple
000051.png,Crumbling stone debris composed of scattered beige fragments on dark purple
000052.png,Stone brick wall edge in light beige with exposed right border
000053.png,Ladder with orange rungs set between two vertical wooden rails
000054.png,Vertical striped wall border in reddish-brown and purple with a serrated edge
000055.png,Stone puzzle block with a cream border and
000121.png,"Skeleton figure in beige with round skull, visible ribs, outstretched arms and short legs"
000122.png,"Armored warrior in beige with horizontal helmet visor, bent arms, and wide stance"
000123.png,"Winged creature in beige with rounded head, curved side appendages, and two legs"
000124.png,"King figure in beige with three-spiked crown, facial beard, and wide robed shoulders"
000125.png,"Queen figure in beige wearing a rounded crown, side veil, and tiered gown"
000126.png,"Small adventurer in beige with rounded helmet visor, compact torso, and short limbs"
000127.png,"Young girl in beige with twin pigtails, rounded head, simple dress, and spread arms"
000128.png,Grated fence in beige with a horizontal top rail and diagonal lattice pattern
000129.png,Barred window in beige with square outer frame and full diagonal crosshatch lattice
000130.png,Window grate in beige with outer frame and two separated diagonal lattice panels
000131.png,"Stone door in beige with vertical slab, rectangular keyhole, and outer border brackets"
000132.png,Dungeon floor opening with dark purple center surrounded by broken beige corner brackets
000133.png,"Ornate wall alcove in beige featuring vertical pillars, central niche, and dotted base"
000134.png,"Architectural facade in beige with triple arched openings, upper pediment, and base plinth"
000135.png,"Large chest in beige with thick horizontal rectangular body, top beam, and feet"
000136.png,Water channel in bright blue flowing vertically between dark purple notched stone banks
000137.png,Water pond corner in bright blue curving into the bottom-right on dark purple ground
000138.png,Water shoreline in bright blue covering the right half against a notched dark bank
000139.png,Square water basin in bright blue enclosed by four dark purple corner blocks
000140.png,Arched water pool in bright blue framed by a curved dark purple stone archway
000181.png,A compressed spring platform with a red curved pad and a flat base
000182.png,A partially extended spring platform with a red cap and zigzag metal coil
000183.png,A fully extended spring platform with a red top pad on a zigzag spring
000184.png,"A scorpion in beige with front pincers, a segmented body, and curved stinger"
000185.png,"A crab in beige with two curved front claws, wide shell, and walking legs"
000186.png,"A fly in beige with two spread wings, striped body, antennae, and legs"
000187.png,A spider in beige with eight jointed legs extending from a round body
000188.png,A spider in beige with a round body and long curved downward legs
000189.png,"A beetle in beige with a rounded dome shell, small head, and short legs"
000190.png,"A beetle in beige with a segmented shell, two antennae, and spreading side legs"
000191.png,A stag beetle in beige with two large upward-curving horns and tiny legs
000192.png,A wooden ladder in brown with two vertical side rails and three horizontal rungs
000193.png,A wooden ladder in brown with vertical side rails and staggered rectangular steps
000194.png,A descending staircase in brown with four stepped vertical pillars inside a half-frame
000195.png,A bar chart in brown with three descending vertical bars inside a square border
000196.png,A wooden ladder in brown with two vertical sides and four evenly spaced rungs
000197.png,A wooden bookshelf in brown with two shelves filled with books of varying angles
000198.png,A wooden doorway frame in brown with two vertical posts and angled top braces
000199.png,A ringed planet in brown with a central sphere encircled by an angled ring
000200.png,A treasure chest in brown with a rounded hinged lid and a center clasp
000141.png,"Dead end corridor, formed by an inverted U-shaped beige line with an opening below"
000142.png,"Straight pathway, consisting of two parallel vertical beige lines running from top to bottom"
000143.png,"Corner pathway, formed by two concentric right-angled beige lines bending toward the right"
000144.png,"Four-way cross intersection, formed by four right-angled beige corners meeting around a central gap"
000145.png,"T-junction pathway, featuring a vertical beige line and a horizontal branch extending rightward"
000146.png,"Broken stone wall, consisting of fragmented beige rectangular blocks clustered in the upper-right"
000147.png,"Masonry corner, featuring beige rectangular bricks arranged haphazardly in the top-left corner"
000148.png,"Diagonal tunnel wall, formed by a stepped beige diagonal line with crumbling rocks above"
000149.png,"Diagonal wall, featuring a stepped beige boundary line with scattered rock fragments above it"
000150.png,"Gold coin or ring, shaped as a hollow yellow rectangle with rounded outer edges"
000151.png,"Blue gemstone, shaped like a cut diamond with a wide top and tapering point"
000152.png,"Humanoid figure wearing large beige headphones, featuring long hair, rectangular eyes, and legs"
000153.png,"Man wearing a beige fedora hat, with a grinning face, arms, and legs"
000154.png,"Man wearing a beige cap, featuring a round head, wide shoulders, and stubby legs"
000155.png,"Character wearing a wide beige hat, round spectacles, and standing with outstretched arms"
000156.png,"Detective wearing a beige fedora and trench coat, holding a cane in one hand"
000157.png,"Robot figure, rendered in beige with large square eye sockets and thin mechanical limbs"
000158.png,"Character wearing a beige beanie and goggles, with a buttoned coat and dangling hands"
000159.png,"Skeleton character, shown in beige with hollow eyes, open mouth, and square body structure"
000160.png,"Railroad tracks, composed of two vertical beige rails connected by three horizontal cross ties"
000201.png,"Treasure chest, brown rectangular box with horizontal bands and a central square latch"
000202.png,"Square safe, beige mechanical box with vertical borders and a central checkered pattern"
000203.png,"Storage chest, cream-colored container with a jagged top band and central square slot"
000204.png,"Three vertical tracks, reddish-brown wooden ribbed posts standing side by side"
000205.png,"Four plant sprouts, bright green two-leaf seedlings arranged in a two-by-two grid"
000206.png,"Four cross-shaped sprouts, bright green plant shoots arranged in a two-by-two grid"
000207.png,"Four leafy bushes, bright green rounded clover-shaped shrubs in a two-by-two grid"
000208.png,"Four branched sprouts, bright green seedlings with side leaves in a two-by-two grid"
000209.png,"Two tall stalks, bright green twin flowering stems pointing downwards side by side"
000210.png,"Tree stump, thick brown wooden base with cut top and small side protrusions"
000211.png,"Tree trunk, tall brown wooden trunk with short stubby branches jutting from sides"
000212.png,"Tree trunk, brown vertical wooden pole with alternating staggered notches on sides"
000213.png,"Cavern ceiling, beige jagged rock overhang with a single long hanging stalactite"
000214.png,"Cavern ceiling, beige rocky overhang with multiple hanging stalactites across the top"
000215.png,"Cavern ceiling, beige jagged rock ledge tapering downwards from the top edge"
000216.png,"Elderly wizard, cream-colored humanoid figure with a hooded cloak and long beard"
000217.png,"Stout dwarf, cream-colored warrior figure with a horned helmet and bushy beard"
000218.png,"Pointed ghost, cream-colored floating creature with dark eyes and a tapered tail"
000219.png,"Skeletal phantom, cream-colored floating figure with square skull, hollow eyes, and arms"
000220.png,"Bulky monster, cream-colored ape-like creature with wide shoulders and short legs"
000161.png,"Stone wall corner, beige geometric segments forming an inner angle on dark brown ground"
000162.png,"Stone wall segment, beige vertical column and curved arch on dark brown ground"
000163.png,"Stone wall intersection, beige crossing forming an open square on dark brown ground"
000164.png,"Stone wall junction, beige vertical bar connected to horizontal bars on dark ground"
000165.png,"Fence railing, beige horizontal beams holding two rows of vertical posts on dark ground"
000166.png,"Wooden arch gate, brown timber posts, horizontal railings, and a rounded curved top"
000167.png,"Wooden fence, brown horizontal timber rails connected by vertical slats with two base pegs"
000168.png,"Water surface, a solid cyan blue square completely filling the entire cell"
000169.png,"Water shoreline, cyan blue pool bordered on the left by dark brown notched edge"
000170.png,"Water shoreline corner, rounded cyan blue water framed by dark brown edges"
000171.png,"Water tile, large cyan blue water surface with a dark brown top left corner"
000172.png,"River stream, vertical cyan blue waterway flowing between dark brown banks with small notches"
000173.png,"River bend, an L shaped cyan blue water stream turning across dark brown ground"
000174.png,"Water pond, circular cyan blue pool with vertical inlet channels on dark brown ground"
000175.png,"Stone floor ruins, fragmented brown rectangular bricks and paved pathways on dark ground"
000176.png,"Wooden fence panel, brown vertical balusters enclosed between top and bottom horizontal rails"
000177.png,"Wooden wall panel, brown frame with square cutouts and a dotted lower base"
000178.png,"Cloud formation, two layered beige horizontal puffy clouds floating near the top edge"
000179.png,"Pine tree, conical bright green foliage with dark square accents on dark brown ground"
000180.png,"Deciduous tree, rounded bright green foliage canopy with dark square details on dark ground"
000261.png,"Bed frame in brown wood, featuring tall headboard, mattress, and checkered blanket"
000262.png,"Bed in brown wood with footboard, side rail, legs, and a checkered blanket"
000263.png,Fireplace made of beige stone with brick chimney above and lower hearth opening
000264.png,"Armchair in beige fabric featuring high back cushion, padded armrests, and patterned base"
000265.png,"Clay pot in brown ceramic with rounded belly, thick rim, and side handles"
000266.png,Dresser in cream wood featuring two upper drawers and one wide lower drawer
000267.png,Bookcase in cream wood with four open square cubbies and flat top surface
000268.png,"Nightstand in cream wood with an upper drawer, hollow lower compartment, and legs"
000269.png,Shop sign in brown wood hanging from an iron bracket displaying a carved emblem
000270.png,Shop sign in brown wood hanging from a metal bracket displaying a round emblem
000271.png,Doorframe in brown wood consisting of two vertical posts and a horizontal lintel
000272.png,Flag in red fabric attached to a vertical pole and waving toward the right
000273.png,"Monster in bright yellow with pointed ears, round body, stubby feet, and small face"
000274.png,"Monster in bright yellow with pointed ears, round torso, and one foot raised forward"
000275.png,"Monster in bright yellow with pointed ears, round body, and arms outstretched sideways"
000276.png,"Monster in bright yellow with pointed ears, round body, and legs spread wide apart"
000277.png,Monster in bright yellow squatting down with upright pointed ears and dark facial features
000278.png,"Monster in bright yellow peeking from bottom right corner, showing head and pointed ears"
000279.png,"Humanoid outline in beige lines with a rounded head, broad shoulders, and short legs"
000280.png,"Octopus monster in beige showing two dark eyes, flanking tentacles, and hanging lower arms"
000221.png,"Skeleton in off-white with a rounded skull, thin ribcage, bent arms, and two legs"
000222.png,"Robot monster in off-white with a square head, broad shoulders, heavy arms, and legs"
000223.png,"Armored robot figure in off-white with rectangular head, wide shoulders, and curved bracket arms"
000224.png,Directional signpost in brown wood with two stacked rectangular boards on a central post
000225.png,Wooden notice sign in brown featuring a large horizontal board on a single post
000226.png,Wooden workbench in brown with stacked horizontal beams supported by two thick square legs
000227.png,Shop counter in brown wood with a patterned base and item on top
000228.png,Building entrance in brown wood featuring an upper awning above closed double doors
000229.png,Open doorway in brown with a wide upper awning above a tall empty entryway
000230.png,Storefront facade in brown with a large upper panel above closed double doors
000231.png,Storefront entrance in brown with a large upper panel over an open framed doorway
000232.png,Building facade in brown wood with an upper awning above two square window frames
000233.png,Service window in brown with an upper awning above a wide horizontal opening
000321.png,"Floor hatch, square light-grey plate bordered in bright blue with four small dots"
000322.png,"Lever switch, bright blue handle tilted diagonally up and left from a base"
000323.png,"Lever switch, bright blue handle tilted diagonally up and right from a base"
000324.png,"Arched doorway, off-white frame enclosing an interior panel and small square window"
000325.png,"Arched entryway, off-white frame containing an intercom panel with small square cutouts"
000326.png,"Garage door, off-white roll-up shutter with horizontal slats inside a heavy frame"
000327.png,"Empty doorway, off-white rectangular archway framing a hollow, dark open passage"
000328.png,"Service window, off-white corner walls enclosing a checkered glass pane and counter"
000329.png,"Shutter wall, off-white corner frame enclosing multiple horizontal roll-up metal slats"
000330.png,"Corner wall, off-white thick L-shaped border along the top and left edges"
000331.png,"Toilet, off-white side profile showing a tall water tank and rounded bowl"
000332.png,"Bathtub, off-white rectangular basin seen from the side with interior water marks"
000333.png,"Campfire, bright reddish-orange teardrop flame burning upright with scattered glowing sparks"
000334.png,"Flame, bright reddish-orange teardrop fire burning upward with a darker inner core"
000335.png,"Brown chair, U-shaped upper seat resting on two square legs beneath a bar"
000336.png,"Pedestal chair, brown U-shaped seat supported by a single central vertical post"
000337.png,"Green cabin, rounded domed roof over a square hut with front doorway"
000338.png,"Green tent, triangular A-frame shelter with a pitched roof and front entrance"
000339.png,"Orange dresser, rectangular wooden frame on small feet with an inner panel"
000340.png,"Hanging signboard, orange rectangular board suspended from a tall L-shaped wooden post"
000241.png,"Creature, light blue, with round ears, smiling face, and tiny standing limbs"
000242.png,"Creature, light blue, walking with round ears, a smile, and one raised foot"
000243.png,"Creature, light blue, with round ears and smiling face, standing with feet apart"
000244.png,"Creature, light blue, leaping in mid-air with outstretched arms and spread legs"
000245.png,"Creature, light blue, with round ears, smiling face, and raised arms"
000246.png,"Creature, light blue, with round ears peeking up from the lower frame"
000247.png,"Robot, beige, standing facing forward with a square head and blocky limbs"
000248.png,"Duck, beige, facing right with a rounded body, beak, and wing outline"
000249.png,"Bird, beige, facing right with a small crest, beak, and round body"
000250.png,"Cow, beige, facing right with horns, four blocky legs, and short tail"
000251.png,"Horse, beige, facing right with an upright mane, legs, and tail"
000252.png,"Pig, beige, facing right with a stout body, ears, and curly tail"
000253.png,"Cat, beige, sitting facing forward with pointed ears and an upright curved tail"
000254.png,"Dog, beige, facing right with perked ears, snout, and an upright tail"
000255.png,"Mirror, brown wood, standing upright in a frame with diagonal glass reflections"
000256.png,"Stool, brown wood, with a rounded seat, backrest, and two short legs"
000257.png,"Table, brown wood, with a wide rectangular top and two blocky legs"
000258.png,"Counter, brown wood, with an open right side and a left leg"
000259.png,"Shelves, brown wood, consisting of two parallel horizontal beams or empty frame"
000260.png,"Bed, brown wood, with a tall headboard, mattress, pillow, and patterned blanket"
000301.png,"Trampoline, cream-colored rounded rectangular frame resting on two short straight legs"
000302.png,"Table or bench, cream-colored rectangular flat top resting on two straight legs"
000303.png,Two vertical brown poles standing parallel along the left and right edges
000304.png,"Checkpoint flag, orange-red waving pennant attached to a vertical left flagpole"
000305.png,"Green alien monster, smiling round body with two antennae rising from the ground"
000306.png,"Green alien monster, smiling round body with two antennae walking to the left"
000307.png,"Green alien monster, smiling round body with two antennae running with bent legs"
000308.png,"Green alien monster, smiling round body with two antennae leaping in the air"
000309.png,"Green alien monster, smiling round body with two antennae running towards the right"
000310.png,"Green alien monster, partially submerged or ducking with antennae and eye visible"
000311.png,"Humanoid brawler, beige muscular figure with square head and hands on hips"
000312.png,"Humanoid warrior, beige muscular fighter with bald head and diagonal chest sash"
000313.png,"Wizard, beige humanoid figure wearing a tall pointed conical hat and robes"
000314.png,"Astronaut, beige humanoid figure wearing a large rounded dome helmet and suit"
000315.png,"Robot, beige mechanical humanoid figure with boxy head, torso, and straight limbs"
000316.png,"Soldier, beige armored humanoid figure wearing a flat-topped helmet and chest plate"
000317.png,"Commando, beige humanoid figure wearing a slanted beret and diagonal shoulder strap"
000318.png,"Mermaid, beige humanoid figure with flowing long hair and a curved tail"
000319.png,"Padlock, bright blue rectangular body with a curved top shackle and dark keyhole"
000320.png,"Metal block, square tile with concentric blue borders and four corner rivets"
000421.png,Red brick wall texture with scattered rectangular bricks and zigzag mortar patterns
000422.png,Glowing red square button with a minus dash inside a dashed border
000423.png,Stone pillar capital forming a grey T-shape supported by angled brackets
000424.png,Grey stone gate or double arch structure with suspended vertical hook pillars
000425.png,"High-tech floor tile with red horizontal stripes, side lights, and diagonal treads"
000426.png,Vertical metal grating texture with parallel stripes and diagonal stair-step grooves
000427.png,Crane hook or fishing hook mechanism in grey with mounting block above
000428.png,Red robotic barrel or dispenser unit with segmented cylindrical rounded body
000429.png,Red tiered fire urn or beehive shape emitting a small flame top
000430.png,Grey vehicle or robot head with visor bar and two square eyes
000431.png,Stone wall corner border featuring crenelated outer rim and inner jagged trim
000432.png,Horizontal stone wall edge with top battlements and bottom sawtooth fringe
000433.png,Right-facing stone wall corner with outer battlements and inner sawtooth fringe
000434.png,"Stone wall dead-end corridor piece with layered battlements, sawtooth, and base border"
000435.png,"Stone horizontal wall segment with upper battlements, middle sawtooth, and lower border"
000436.png,Grey stone corridor cul-de-sac wall segment forming a left-facing hollow bracket
000437.png,Grey horizontal road or corridor floor tile with top and bottom borders
000438.png,Curved grey stone corridor end with rounded outer wall and inner rounded cap
000439.png,Upward-pointing navigation arrow composed of a beige triangle atop a vertical shaft
000440.png,Vertical beige stripe pathway bordered by dark solid panels on both sides
000341.png,Bunting banner with beige triangular and rectangular flags strung across the upper edge
000342.png,Service counter kiosk in bright yellow outlines featuring an upper slot and lower bell
000343.png,"Young man's head with short rounded beige hair, dark eyes, and a small nose"
000344.png,"Woman's head with shoulder-length beige hair, straight bangs, dark eyes, and a mouth"
000345.png,"Man's head with wavy beige hair, dark eyes, and a beige goatee beard"
000346.png,"Elderly man's head with a bald top, beige side hair, and white-beige beard"
000347.png,"Man's head with cropped beige hair, a central widow's peak, and sideburns"
000348.png,"Man's head with wavy beige hair, prominent eyes, and a horizontal beige mustache"
000349.png,Woman's head with beige hair styled into side-swept bangs obscuring one eye
000350.png,"Woman's head with voluminous puffed beige hair, center bangs, and dark eyes"
000351.png,Square plaque with a double cyan border framing a central dark upright cross
000352.png,Stone staircase composed of beige rectangular blocks ascending to the upper right corner
000353.png,Masonry wall composed of staggered beige rectangular stone blocks along the lower section
000354.png,"Computer desk terminal with a beige frame, an upper screen, and four legs"
000355.png,"Weaving loom with a bright cyan frame, vertical top rods, and woven center"
000356.png,Window drapery with red top valances and two thick folded side curtain panels
000357.png,Portcullis gate with two red top horizontal bars above a red square grid
000358.png,Fabric valance with two horizontal red bars above scalloped red hanging cloth swags
000359.png,Rectangular doorway with a beige outer arch framing an interior vertical wooden ladder
000360.png,Arched doorway with a beige outer frame enclosing an inner paneled elevator door
000381.png,Cross mark in pale beige formed by two intersecting diagonal bars
000382.png,Lit candle in pale beige resting on a saucer with a curved handle
000383.png,Computer monitor in pale beige displaying a dark screen above small rectangular buttons
000384.png,Bell in pale beige with a rounded dome hanging over three rectangular base blocks
000385.png,Greek cross in pale beige centered within a broken square decorative border
000386.png,Two vertical notched tracks in pale beige bordering the left and right sides
000387.png,Church altar in pale beige showing a cross emblem above open support legs
000388.png,Crumbling staircase ramp in bright red with square cutouts and loose debris beneath
000389.png,Control panel in bright red featuring rectangular display screens and small button rows
000390.png,Triangular stone ramp in bright red sloping downwards with small scattered rubble beneath
000391.png,Curved mechanical tube in bright red bending downwards into a rectangular base cradle
000392.png,Spiked crusher block in bright red with two square holes and bottom teeth
000393.png,Pulley mechanism in bright red with a toothed top block and circular dial
000394.png,Hanging hook mechanism in bright red suspended downward from a toothed ceiling block
000395.png,Vertical notched track in pale beige running down the center of the tile
000396.png,Fire hydrant in bright red with a rounded top cap and side nozzles
000397.png,Deer head silhouette in pale beige outlining branching antlers and a narrow snout
000398.png,Diving helmet in pale beige with an outer curved hood and cross-patterned visor
000399.png,Stone cairn in pale beige composed of stacked rectangular blocks and scattered pebbles
000400.png,Planetary orbs in pale beige with two large spheres and scattered space dust
000441.png,"Dead-end road, beige vertical pathway terminating in a rounded tip on dark purple ground"
000442.png,"Fading pathway, beige vertical road transitioning downward into dithered pixels on dark purple ground"
000443.png,"Curved road tile, beige rounded corner connecting the bottom to the right side"
000444.png,"T-junction pathway, beige horizontal road joining a vertical lane on a dark background"
000445.png,"Right-angle road corner, beige ninety-degree bend connecting the bottom to the right side"
000446.png,"T-junction road, beige horizontal band with a single pathway extending downwards"
000447.png,"Arched doorway or tomb, beige arched frame around an inner door with a cross"
000448.png,"Gravestone, beige stone cross on a tiered plinth against a dark purple background"
000449.png,"Sarcophagus or altar, beige rectangular box surmounted by a bold upright cross"
000450.png,"Shelving unit, beige rectangular outer frame containing two horizontal racks with vertical pegs"
000451.png,"Cracked pot or jar, beige rounded vessel featuring a zigzag crack across its surface"
000452.png,"Cauldron, beige round-bellied cooking vessel with two side handles, open rim, and feet"
000453.png,"Brick wall pattern, glowing orange horizontal bricks, slats, and markings on dark purple"
000454.png,"Brick furnace, bright orange and dark rectangular structure with crenelated lower section"
000455.png,"Fireplace, beige rectangular mantle and hearth containing an irregular pile of burning embers"
000456.png,"Damaged fireplace, beige rectangular frame housing fractured stone rubble on a dark purple ground"
000457.png,"Monster-faced furnace, beige hearth frame showing two eye-like openings and sharp lower teeth"
000458.png,"Curved trail or snake, thin beige S-shaped wavy line across a dark purple surface"
000459.png,"Portcullis or barred gate, beige vertical bars above a lower horizontal slotted base"
000460.png,"Ladder or wooden fence, stack of six beige horizontal bars against dark purple"
000361.png,Closed arched door with a cream-coloured frame and a horizontal crossbar
000362.png,Arched door with a cream-coloured frame and four small square window openings
000363.png,Open arched doorway framed by cream-coloured stone leading into empty darkness
000364.png,"Arched bookshelf in beige, featuring two shelves filled with upright books"
000365.png,"Construction barricade in off-white, with two cross markers and a zigzag centre plank"
000366.png,Three diagonal stacks of cream-coloured round coins resting together
000367.png,Reddish-brown staircase descending from a vertical pillar to a horizontal base
000368.png,Reddish-brown post-and-lintel frame enclosing a cracked and broken stone doorway
000369.png,"Bright green bush with jagged leafy edges, interior holes, and grass at the base"
000370.png,Square bright green jar with a flat lid and floating interior specks
000371.png,Bright green foliage clump with jagged leafy edges and tall right-side blades
000372.png,Red Torii shrine gate featuring two
000401.png,"Mechanical wall fixture with reddish-brown pipes, banded vertical nozzle, and two horizontal beams"
000402.png,Prison window grate with reddish-brown iron bars over a checkered lower sill plate
000403.png,Wooden door in a reddish-brown frame featuring a side vertical slat and handle
000404.png,Geometric lattice window made of reddish-brown wood with concentric squares and crossbar dividers
000405.png,"Wooden shelving unit with reddish-brown horizontal boards, vertical side posts, and corner legs"
000406.png,Air vent grille composed of four thick horizontal beige slats across dark framing
000407.png,Upward direction arrow with a triangular beige head and thick vertical beige shaft
000408.png,Greek cross emblem formed by thick beige horizontal and vertical intersecting rectangular arms
000409.png,Geometric tile pattern featuring four beige triangular wedges converging at a central cross
000410.png,Ornate heraldic crest depicting a beige fleur-de-lis sprouting above a curved bowl basin
000411.png,Snowflake medallion composed of beige central square and eight radiating diamond-tipped spokes
